TEL-001038,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-07 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001039,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-07 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001040,AST-001,Temperature,TEMP_AMBIENT,2024-01-07 18:00:00,18.0,C,Good,Normal,35.0
TEL-001041,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-07 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001042,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-08 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001043,AST-001,Temperature,TEMP_AMBIENT,2024-01-08 06:00:00,18.0,C,Good,Normal,35.0
TEL-001044,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-08 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001045,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-08 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001046,AST-001,Temperature,TEMP_AMBIENT,2024-01-08 18:00:00,18.0,C,Good,Normal,35.0
TEL-001047,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-08 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001048,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-09 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001049,AST-001,Temperature,TEMP_AMBIENT,2024-01-09 06:00:00,18.0,C,Good,Normal,35.0
TEL-001050,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-09 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001051,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-09 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001052,AST-001,Temperature,TEMP_AMBIENT,2024-01-09 18:00:00,18.0,C,Good,Normal,35.0
TEL-001053,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-09 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001054,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-10 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001055,AST-001,Temperature,TEMP_AMBIENT,2024-01-10 06:00:00,18.0,C,Good,Normal,35.0
TEL-001056,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-10 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001057,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-10 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001058,AST-001,Temperature,TEMP_AMBIENT,2024-01-10 18:00:00,18.0,C,Good,Normal,35.0
TEL-001059,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-10 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001060,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-11 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001061,AST-001,Temperature,TEMP_AMBIENT,2024-01-11 06:00:00,18.0,C,Good,Normal,35.0
TEL-001062,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-11 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001063,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-11 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001064,AST-001,Temperature,TEMP_AMBIENT,2024-01-11 18:00:00,18.0,C,Good,Normal,35.0
TEL-001065,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-11 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001066,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-12 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001067,AST-001,Temperature,TEMP_AMBIENT,2024-01-12 06:00:00,18.0,C,Good,Normal,35.0
TEL-001068,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-12 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001069,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-12 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001070,AST-001,Temperature,TEMP_AMBIENT,2024-01-12 18:00:00,18.0,C,Good,Normal,35.0
TEL-001071,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-12 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001072,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-13 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001073,AST-001,Temperature,TEMP_AMBIENT,2024-01-13 06:00:00,18.0,C,Good,Normal,35.0
TEL-001074,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-13 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001075,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-13 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001076,AST-001,Temperature,TEMP_AMBIENT,2024-01-13 18:00:00,18.0,C,Good,Normal,35.0
TEL-001077,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-13 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001078,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-14 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001079,AST-001,Temperature,TEMP_AMBIENT,2024-01-14 06:00:00,18.0,C,Good,Normal,35.0
TEL-001080,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-14 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001081,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-14 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001082,AST-001,Temperature,TEMP_AMBIENT,2024-01-14 18:00:00,18.0,C,Good,Normal,35.0
TEL-001083,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-14 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001084,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-15 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001085,AST-001,Temperature,TEMP_AMBIENT,2024-01-15 06:00:00,18.0,C,Good,Normal,35.0
TEL-001086,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-15 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001087,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-15 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001088,AST-001,Temperature,TEMP_AMBIENT,2024-01-15 18:00:00,18.0,C,Good,Normal,35.0
TEL-001089,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-15 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001090,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-16 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001091,AST-001,Temperature,TEMP_AMBIENT,2024-01-16 06:00:00,18.0,C,Good,Normal,35.0
TEL-001092,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-16 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001093,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-16 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001094,AST-001,Temperature,TEMP_AMBIENT,2024-01-16 18:00:00,18.0,C,Good,Normal,35.0
TEL-001095,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-16 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001096,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-17 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001097,AST-001,Temperature,TEMP_AMBIENT,2024-01-17 06:00:00,18.0,C,Good,Normal,35.0
TEL-001098,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-17 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001099,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-17 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001100,AST-001,Temperature,TEMP_AMBIENT,2024-01-17 18:00:00,18.0,C,Good,Normal,35.0
TEL-001101,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-17 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001102,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-18 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001103,AST-001,Temperature,TEMP_AMBIENT,2024-01-18 06:00:00,18.0,C,Good,Normal,35.0
TEL-001104,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-18 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001105,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-18 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001106,AST-001,Temperature,TEMP_AMBIENT,2024-01-18 18:00:00,18.0,C,Good,Normal,35.0
TEL-001107,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-18 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001108,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-19 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001109,AST-001,Temperature,TEMP_AMBIENT,2024-01-19 06:00:00,18.0,C,Good,Normal,35.0
TEL-001110,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-19 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001111,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-19 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001112,AST-001,Temperature,TEMP_AMBIENT,2024-01-19 18:00:00,18.0,C,Good,Normal,35.0
TEL-001113,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-19 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001114,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-20 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001115,AST-001,Temperature,TEMP_AMBIENT,2024-01-20 06:00:00,18.0,C,Good,Normal,35.0
TEL-001116,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-20 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001117,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-20 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001118,AST-001,Temperature,TEMP_AMBIENT,2024-01-20 18:00:00,18.0,C,Good,Normal,35.0
TEL-001119,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-20 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001120,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-21 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001121,AST-001,Temperature,TEMP_AMBIENT,2024-01-21 06:00:00,18.0,C,Good,Normal,35.0
TEL-001122,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-21 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001123,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-21 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001124,AST-001,Temperature,TEMP_AMBIENT,2024-01-21 18:00:00,18.0,C,Good,Normal,35.0
TEL-001125,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-21 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001126,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-22 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001127,AST-001,Temperature,TEMP_AMBIENT,2024-01-22 06:00:00,18.0,C,Good,Normal,35.0
TEL-001128,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-22 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001129,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-22 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001130,AST-001,Temperature,TEMP_AMBIENT,2024-01-22 18:00:00,18.0,C,Good,Normal,35.0
TEL-001131,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-22 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001132,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-23 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001133,AST-001,Temperature,TEMP_AMBIENT,2024-01-23 06:00:00,18.0,C,Good,Normal,35.0
TEL-001134,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-23 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001135,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-23 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001136,AST-001,Temperature,TEMP_AMBIENT,2024-01-23 18:00:00,18.0,C,Good,Normal,35.0
TEL-001137,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-23 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001138,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-24 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001139,AST-001,Temperature,TEMP_AMBIENT,2024-01-24 06:00:00,18.0,C,Good,Normal,35.0
TEL-001140,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-24 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001141,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-24 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001142,AST-001,Temperature,TEMP_AMBIENT,2024-01-24 18:00:00,18.0,C,Good,Normal,35.0
TEL-001143,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-24 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001144,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-25 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001145,AST-001,Temperature,TEMP_AMBIENT,2024-01-25 06:00:00,18.0,C,Good,Normal,35.0
TEL-001146,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-25 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001147,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-25 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001148,AST-001,Temperature,TEMP_AMBIENT,2024-01-25 18:00:00,18.0,C,Good,Normal,35.0
TEL-001149,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-25 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001150,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-26 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001151,AST-001,Temperature,TEMP_AMBIENT,2024-01-26 06:00:00,18.0,C,Good,Normal,35.0
TEL-001152,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-26 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001153,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-26 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001154,AST-001,Temperature,TEMP_AMBIENT,2024-01-26 18:00:00,18.0,C,Good,Normal,35.0
TEL-001155,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-26 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001156,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-27 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001157,AST-001,Temperature,TEMP_AMBIENT,2024-01-27 06:00:00,18.0,C,Good,Normal,35.0
TEL-001158,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-27 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001159,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-27 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001160,AST-001,Temperature,TEMP_AMBIENT,2024-01-27 18:00:00,18.0,C,Good,Normal,35.0
TEL-001161,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-27 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001162,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-28 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001163,AST-001,Temperature,TEMP_AMBIENT,2024-01-28 06:00:00,18.0,C,Good,Normal,35.0
TEL-001164,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-28 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001165,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-28 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001166,AST-001,Temperature,TEMP_AMBIENT,2024-01-28 18:00:00,18.0,C,Good,Normal,35.0
TEL-001167,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-28 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001168,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-29 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001169,AST-001,Temperature,TEMP_AMBIENT,2024-01-29 06:00:00,18.0,C,Good,Normal,35.0
TEL-001170,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-29 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001171,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-29 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001172,AST-001,Temperature,TEMP_AMBIENT,2024-01-29 18:00:00,18.0,C,Good,Normal,35.0
TEL-001173,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-29 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001174,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-30 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001175,AST-001,Temperature,TEMP_AMBIENT,2024-01-30 06:00:00,18.0,C,Good,Normal,35.0
TEL-001176,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-30 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001177,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-30 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001178,AST-001,Temperature,TEMP_AMBIENT,2024-01-30 18:00:00,18.0,C,Good,Normal,35.0
TEL-001179,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-30 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001180,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-31 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001181,AST-001,Temperature,TEMP_AMBIENT,2024-01-31 06:00:00,18.0,C,Good,Normal,35.0
TEL-001182,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-31 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001183,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-31 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001184,AST-001,Temperature,TEMP_AMBIENT,2024-01-31 18:00:00,18.0,C,Good,Normal,35.0
TEL-001185,AST-001,Vibration,VIB_MAIN_DRIVE,2024-01-31 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001186,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-01 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001187,AST-001,Temperature,TEMP_AMBIENT,2024-02-01 06:00:00,18.0,C,Good,Normal,35.0
TEL-001188,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-01 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001189,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-01 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001190,AST-001,Temperature,TEMP_AMBIENT,2024-02-01 18:00:00,18.0,C,Good,Normal,35.0
TEL-001191,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-01 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001192,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-02 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001193,AST-001,Temperature,TEMP_AMBIENT,2024-02-02 06:00:00,18.0,C,Good,Normal,35.0
TEL-001194,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-02 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001195,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-02 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001196,AST-001,Temperature,TEMP_AMBIENT,2024-02-02 18:00:00,18.0,C,Good,Normal,35.0
TEL-001197,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-02 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001198,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-03 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001199,AST-001,Temperature,TEMP_AMBIENT,2024-02-03 06:00:00,18.0,C,Good,Normal,35.0
TEL-001200,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-03 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001201,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-03 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001202,AST-001,Temperature,TEMP_AMBIENT,2024-02-03 18:00:00,18.0,C,Good,Normal,35.0
TEL-001203,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-03 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001204,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-04 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001205,AST-001,Temperature,TEMP_AMBIENT,2024-02-04 06:00:00,18.0,C,Good,Normal,35.0
TEL-001206,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-04 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001207,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-04 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001208,AST-001,Temperature,TEMP_AMBIENT,2024-02-04 18:00:00,18.0,C,Good,Normal,35.0
TEL-001209,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-04 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001210,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-05 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001211,AST-001,Temperature,TEMP_AMBIENT,2024-02-05 06:00:00,18.0,C,Good,Normal,35.0
TEL-001212,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-05 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001213,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-05 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001214,AST-001,Temperature,TEMP_AMBIENT,2024-02-05 18:00:00,18.0,C,Good,Normal,35.0
TEL-001215,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-05 23:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001216,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-06 06:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001217,AST-001,Temperature,TEMP_AMBIENT,2024-02-06 06:00:00,18.0,C,Good,Normal,35.0
TEL-001218,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-06 12:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001219,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-06 18:00:00,0.5,mm/s,Good,Normal,3.5
TEL-001220,AST-001,Temperature,TEMP_AMBIENT,2024-02-06 18:00:00,18.0,C,Good,Normal,35.0
TEL-001221,AST-001,Vibration,VIB_MAIN_DRIVE,2024-02-06 23:00:00,0.5,mm/s,Good,Normal,3.5
