WO-ML-3011,AST-004,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-08-28,2024-08-28,2024-08-29,Luis Garcia,7.5,1351.49,563.6,1915.09,7.5,9.8
WO-ML-3012,AST-004,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-11-16,2024-11-16,2024-11-17,John Martinez,7.6,513.58,566.67,1080.24,7.6,9.8
WO-ML-3013,AST-005,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-05-04,2024-05-04,2024-05-05,Mike Thompson,4.8,516.85,357.17,874.02,4.8,6.2
WO-ML-3014,AST-005,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-09-05,2024-09-05,2024-09-06,Sarah Chen,4.2,1518.07,315.19,1833.25,4.2,5.5
WO-ML-3015,AST-005,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-12-21,2024-12-21,2024-12-22,Luis Garcia,3.5,855.71,265.31,1121.02,3.5,4.6
WO-ML-3016,AST-006,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-05-14,2024-05-14,2024-05-15,John Martinez,4.4,2307.02,329.91,2636.93,4.4,5.7
WO-ML-3017,AST-006,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-07-31,2024-07-31,2024-08-01,Sarah Chen,6.3,2013.32,475.61,2488.94,6.3,8.2
WO-ML-3018,AST-007,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-04-24,2024-04-24,2024-04-25,Luis Garcia,4.9,2262.71,369.72,2632.43,4.9,6.4
WO-ML-3019,AST-007,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-07-20,2024-07-20,2024-07-21,Mike Thompson,6.9,374.11,518.78,892.89,6.9,9.0
WO-ML-3020,AST-007,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-10-30,2024-10-30,2024-10-31,Robert Wilson,2.2,2049.6,166.82,2216.42,2.2,2.9
WO-ML-3021,AST-008,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-04-24,2024-04-24,2024-04-25,Mike Thompson,2.5,281.42,185.31,466.73,2.5,3.2
WO-ML-3022,AST-008,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-06-17,2024-06-17,2024-06-18,Robert Wilson,4.1,2070.28,306.57,2376.85,4.1,5.3
WO-ML-3023,AST-008,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-10-09,2024-10-09,2024-10-10,Sarah Chen,7.6,433.27,568.61,1001.88,7.6,9.9
WO-ML-3024,AST-009,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-05-05,2024-05-05,2024-05-06,John Martinez,6.5,2146.27,486.46,2632.73,6.5,8.4
WO-ML-3025,AST-009,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-08-08,2024-08-08,2024-08-09,John Martinez,5.8,1635.66,435.25,2070.9,5.8,7.5
WO-ML-3026,AST-009,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-10-22,2024-10-22,2024-10-23,Luis Garcia,3.8,246.78,287.15,533.93,3.8,5.0
WO-ML-3027,AST-010,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-04-27,2024-04-27,2024-04-28,Sarah Chen,5.4,918.05,404.21,1322.27,5.4,7.0
WO-ML-3028,AST-010,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-08-04,2024-08-04,2024-08-05,Robert Wilson,2.9,1733.04,218.94,1951.98,2.9,3.8
WO-ML-3029,AST-010,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-10-23,2024-10-23,2024-10-24,Luis Garcia,7.8,1919.17,586.97,2506.14,7.8,10.2
WO-ML-3030,AST-010,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2025-01-09,2025-01-09,2025-01-10,Mike Thompson,5.0,671.9,377.13,1049.03,5.0,6.5
WO-ML-3031,AST-011,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-05-01,2024-05-01,2024-05-02,Mike Thompson,6.7,497.83,503.87,1001.69,6.7,8.7
WO-ML-3032,AST-011,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-08-02,2024-08-02,2024-08-03,John Martinez,2.5,1492.89,187.15,1680.03,2.5,3.2
WO-ML-3033,AST-012,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-03-28,2024-03-28,2024-03-29,Robert Wilson,5.3,767.01,396.67,1163.68,5.3,6.9
WO-ML-3034,AST-012,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-06-25,2024-06-25,2024-06-26,Sarah Chen,5.0,1968.49,375.82,2344.31,5.0,6.5
WO-ML-3035,AST-013,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-05-12,2024-05-12,2024-05-13,Sarah Chen,6.6,1280.17,492.91,1773.08,6.6,8.5
WO-ML-3036,AST-013,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-07-28,2024-07-28,2024-07-29,Sarah Chen,4.9,1682.78,369.54,2052.32,4.9,6.4
WO-ML-3037,AST-014,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-04-06,2024-04-06,2024-04-07,Luis Garcia,5.4,2493.14,402.53,2895.66,5.4,7.0
WO-ML-3038,AST-014,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-08-20,2024-08-20,2024-08-21,Robert Wilson,3.5,318.36,260.81,579.17,3.5,4.5
WO-ML-3039,AST-015,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-04-23,2024-04-23,2024-04-24,John Martinez,3.9,2321.72,295.54,2617.26,3.9,5.1
WO-ML-3040,AST-015,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-07-09,2024-07-09,2024-07-10,Mike Thompson,2.7,1121.92,200.64,1322.56,2.7,3.5
WO-ML-3041,AST-016,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-04-21,2024-04-21,2024-04-22,Luis Garcia,4.1,903.74,306.74,1210.47,4.1,5.3
WO-ML-3042,AST-016,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-07-09,2024-07-09,2024-07-10,Sarah Chen,5.9,1958.75,444.93,2403.69,5.9,7.7
WO-ML-3043,AST-017,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-04-08,2024-04-08,2024-04-09,Robert Wilson,7.9,1598.12,594.44,2192.56,7.9,10.3
WO-ML-3044,AST-017,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-06-10,2024-06-10,2024-06-11,Sarah Chen,5.7,1185.09,430.43,1615.52,5.7,7.5
WO-ML-3045,AST-018,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-05-25,2024-05-25,2024-05-26,John Martinez,3.2,1028.48,239.86,1268.34,3.2,4.2
WO-ML-3046,AST-018,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-08-23,2024-08-23,2024-08-24,Luis Garcia,2.7,278.16,200.57,478.73,2.7,3.5
WO-ML-3047,AST-018,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-12-10,2024-12-10,2024-12-11,Mike Thompson,7.6,2191.57,567.03,2758.6,7.6,9.8
WO-ML-3048,AST-019,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-04-02,2024-04-02,2024-04-03,John Martinez,2.1,1780.42,156.18,1936.6,2.1,2.7
WO-ML-3049,AST-019,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-07-09,2024-07-09,2024-07-10,Mike Thompson,3.8,1257.3,287.3,1544.6,3.8,5.0
WO-ML-3050,AST-019,Corrective,Corrective maintenance - motor overload,ELEC-MOTOR,Motor operating above rated load capacity,Critical,Completed,2024-10-04,2024-10-04,2024-10-05,Sarah Chen,3.3,1414.31,244.05,1658.37,3.3,4.2
WO-ML-3051,AST-019,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2025-01-13,2025-01-13,2025-01-14,Luis Garcia,5.3,1913.33,395.89,2309.23,5.3,6.9
WO-ML-3052,AST-020,Corrective,Corrective maintenance - electrical fault,ELEC-CTRL,Control board component degradation,Critical,Completed,2024-03-05,2024-03-05,2024-03-06,Sarah Chen,4.9,1865.32,367.36,2232.68,4.9,6.4
WO-ML-3053,AST-020,Corrective,Corrective maintenance - bearing wear,MECH-BEAR,Normal wear on main drive bearings,High,Completed,2024-07-01,2024-07-01,2024-07-02,Robert Wilson,6.2,1720.41,462.78,2183.19,6.2,8.0
WO-ML-3054,AST-010,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-06-01,2024-06-01,2024-06-02,John Martinez,5.5,1709.29,412.35,2121.64,5.5,7.1
WO-ML-3055,AST-010,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-08-10,2024-08-10,2024-08-11,Sarah Chen,3.5,291.26,264.96,556.21,3.5,4.6
WO-ML-3056,AST-010,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2024-10-15,2024-10-15,2024-10-16,John Martinez,6.7,1602.22,505.13,2107.35,6.7,8.8
WO-ML-3057,AST-010,Corrective,Corrective maintenance - bracket loose,VIB-09,Pneumatic actuator bracket mounting bolts loosened,High,Completed,2025-01-15,2025-01-15,2025-01-16,John Martinez,4.8,2371.16,359.23,2730.4,4.8,6.2
WO-ML-3058,AST-001,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-05,2024-02-12,2024-02-12,Mike Thompson,3.2,215.75,236.32,452.07,3.2,3.8
WO-ML-3059,AST-001,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-23,2024-04-30,2024-04-30,Robert Wilson,1.5,266.85,116.08,382.93,1.5,1.9
WO-ML-3060,AST-001,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-14,2024-07-21,2024-07-21,John Martinez,3.9,177.14,296.21,473.35,3.9,4.7
WO-ML-3061,AST-001,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-07,2024-10-14,2024-10-14,John Martinez,2.7,199.28,203.37,402.65,2.7,3.3
WO-ML-3062,AST-001,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-26,2025-01-02,2025-01-02,Luis Garcia,2.0,291.7,149.79,441.49,2.0,2.4
WO-ML-3063,AST-002,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-01-25,2024-02-01,2024-02-01,Mike Thompson,2.1,182.35,158.89,341.24,2.1,2.5
WO-ML-3064,AST-002,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-24,2024-05-01,2024-05-01,Mike Thompson,2.5,89.25,186.26,275.51,2.5,3.0
WO-ML-3065,AST-002,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-19,2024-07-26,2024-07-26,Luis Garcia,2.4,125.58,179.13,304.71,2.4,2.9
WO-ML-3066,AST-002,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-10,2024-10-17,2024-10-17,Robert Wilson,3.5,206.45,264.73,471.18,3.5,4.2
WO-ML-3067,AST-002,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-24,2024-12-31,2024-12-31,Sarah Chen,3.9,287.28,289.53,576.8,3.9,4.6
WO-ML-3068,AST-003,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-03,2024-02-10,2024-02-10,John Martinez,3.7,214.23,280.72,494.95,3.7,4.5
WO-ML-3069,AST-003,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-30,2024-05-07,2024-05-07,Sarah Chen,2.8,219.5,210.13,429.63,2.8,3.4
WO-ML-3070,AST-003,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-27,2024-08-03,2024-08-03,Mike Thompson,2.1,88.19,157.57,245.75,2.1,2.5
WO-ML-3071,AST-003,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-29,2024-11-05,2024-11-05,Sarah Chen,2.3,185.56,174.24,359.8,2.3,2.8
WO-ML-3072,AST-004,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-01-28,2024-02-04,2024-02-04,Sarah Chen,3.0,221.01,221.44,442.46,3.0,3.5
WO-ML-3073,AST-004,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-16,2024-04-23,2024-04-23,Luis Garcia,2.3,226.28,170.44,396.72,2.3,2.7
WO-ML-3074,AST-004,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-04,2024-07-11,2024-07-11,Sarah Chen,2.6,277.25,193.14,470.39,2.6,3.1
WO-ML-3075,AST-004,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-07,2024-10-14,2024-10-14,Mike Thompson,3.8,279.28,287.44,566.72,3.8,4.6
WO-ML-3076,AST-004,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-23,2024-12-30,2024-12-30,John Martinez,2.9,287.15,217.0,504.15,2.9,3.5
WO-ML-3077,AST-005,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-03,2024-02-10,2024-02-10,John Martinez,3.6,86.38,269.91,356.29,3.6,4.3
WO-ML-3078,AST-005,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-28,2024-05-05,2024-05-05,Robert Wilson,3.7,153.51,277.52,431.03,3.7,4.4
WO-ML-3079,AST-005,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-21,2024-07-28,2024-07-28,Mike Thompson,2.6,283.44,195.56,479.01,2.6,3.1
WO-ML-3080,AST-005,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-08,2024-10-15,2024-10-15,Sarah Chen,3.4,76.69,258.58,335.28,3.4,4.1
WO-ML-3081,AST-005,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-22,2024-12-29,2024-12-29,Mike Thompson,3.4,203.0,255.46,458.45,3.4,4.1
WO-ML-3082,AST-006,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-11,2024-02-18,2024-02-18,Sarah Chen,3.0,199.09,227.32,426.41,3.0,3.6
WO-ML-3083,AST-006,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-26,2024-05-03,2024-05-03,Robert Wilson,2.4,222.04,179.86,401.9,2.4,2.9
WO-ML-3084,AST-006,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-14,2024-07-21,2024-07-21,Mike Thompson,2.8,201.18,206.69,407.86,2.8,3.3
WO-ML-3085,AST-006,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-02,2024-10-09,2024-10-09,Sarah Chen,3.6,172.86,272.27,445.14,3.6,4.4
WO-ML-3086,AST-006,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-21,2024-12-28,2024-12-28,John Martinez,2.0,58.06,148.74,206.79,2.0,2.4
WO-ML-3087,AST-007,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-23,2024-03-01,2024-03-01,Sarah Chen,2.5,235.59,189.95,425.54,2.5,3.0
WO-ML-3088,AST-007,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-14,2024-05-21,2024-05-21,Robert Wilson,1.7,281.78,124.9,406.68,1.7,2.0
WO-ML-3089,AST-007,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-08-16,2024-08-23,2024-08-23,Robert Wilson,2.7,131.22,204.36,335.59,2.7,3.3
WO-ML-3090,AST-007,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-11-06,2024-11-13,2024-11-13,Luis Garcia,2.6,244.05,192.67,436.72,2.6,3.1
WO-ML-3091,AST-008,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-16,2024-02-23,2024-02-23,Luis Garcia,2.3,202.88,171.17,374.04,2.3,2.7
WO-ML-3092,AST-008,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-20,2024-05-27,2024-05-27,John Martinez,2.8,210.35,213.03,423.38,2.8,3.4
WO-ML-3093,AST-008,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-08-19,2024-08-26,2024-08-26,John Martinez,1.8,164.23,133.0,297.22,1.8,2.1
WO-ML-3094,AST-008,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-11-09,2024-11-16,2024-11-16,John Martinez,2.8,148.9,209.76,358.66,2.8,3.4
WO-ML-3095,AST-009,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-05,2024-02-12,2024-02-12,John Martinez,2.8,207.66,209.27,416.94,2.8,3.3
WO-ML-3096,AST-009,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-26,2024-05-03,2024-05-03,Mike Thompson,2.2,149.51,167.1,316.61,2.2,2.7
WO-ML-3097,AST-009,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-19,2024-07-26,2024-07-26,Luis Garcia,2.7,155.62,199.0,354.62,2.7,3.2
WO-ML-3098,AST-009,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-03,2024-10-10,2024-10-10,Robert Wilson,3.2,275.92,241.87,517.79,3.2,3.9
WO-ML-3099,AST-009,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2025-01-06,2025-01-13,2025-01-13,John Martinez,2.6,230.66,197.19,427.86,2.6,3.2
WO-ML-3100,AST-010,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-17,2024-02-24,2024-02-24,Luis Garcia,3.0,273.58,222.27,495.85,3.0,3.6
WO-ML-3101,AST-010,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-06,2024-05-13,2024-05-13,John Martinez,2.5,130.87,186.2,317.07,2.5,3.0
WO-ML-3102,AST-010,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-25,2024-08-01,2024-08-01,Sarah Chen,2.6,274.15,197.57,471.72,2.6,3.2
WO-ML-3103,AST-010,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-22,2024-10-29,2024-10-29,Sarah Chen,1.7,131.02,129.41,260.43,1.7,2.1
WO-ML-3104,AST-011,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-01-26,2024-02-02,2024-02-02,Mike Thompson,1.8,162.35,133.91,296.26,1.8,2.1
WO-ML-3105,AST-011,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-12,2024-04-19,2024-04-19,Luis Garcia,2.8,146.02,210.72,356.74,2.8,3.4
WO-ML-3106,AST-011,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-15,2024-07-22,2024-07-22,Robert Wilson,3.9,144.67,290.58,435.25,3.9,4.6
WO-ML-3107,AST-011,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-09-29,2024-10-06,2024-10-06,Luis Garcia,3.4,278.06,256.55,534.61,3.4,4.1
WO-ML-3108,AST-011,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-17,2024-12-24,2024-12-24,John Martinez,1.9,86.15,142.9,229.05,1.9,2.3
WO-ML-3109,AST-012,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-02,2024-02-09,2024-02-09,Robert Wilson,2.3,242.16,170.53,412.69,2.3,2.7
WO-ML-3110,AST-012,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-26,2024-05-03,2024-05-03,Sarah Chen,3.1,79.39,229.96,309.35,3.1,3.7
WO-ML-3111,AST-012,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-16,2024-07-23,2024-07-23,John Martinez,1.5,241.35,113.16,354.51,1.5,1.8
WO-ML-3112,AST-012,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-10-13,2024-10-20,2024-10-20,John Martinez,2.7,174.66,205.81,380.47,2.7,3.3
WO-ML-3113,AST-013,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-21,2024-02-28,2024-02-28,Robert Wilson,2.7,104.22,205.03,309.24,2.7,3.3
WO-ML-3114,AST-013,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-05-20,2024-05-27,2024-05-27,Luis Garcia,2.5,69.85,189.4,259.25,2.5,3.0
WO-ML-3115,AST-013,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-08-03,2024-08-10,2024-08-10,Luis Garcia,2.1,186.84,158.38,345.22,2.1,2.5
WO-ML-3116,AST-013,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-11-06,2024-11-13,2024-11-13,John Martinez,2.9,256.31,217.04,473.35,2.9,3.5
WO-ML-3117,AST-014,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-01-28,2024-02-04,2024-02-04,Sarah Chen,1.6,137.25,122.82,260.08,1.6,2.0
WO-ML-3118,AST-014,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-13,2024-04-20,2024-04-20,Mike Thompson,3.2,259.5,237.56,497.07,3.2,3.8
WO-ML-3119,AST-014,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-07-07,2024-07-14,2024-07-14,Robert Wilson,3.8,62.26,285.07,347.33,3.8,4.6
WO-ML-3120,AST-014,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-09-25,2024-10-02,2024-10-02,Luis Garcia,1.9,121.1,142.75,263.85,1.9,2.3
WO-ML-3121,AST-014,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-12-27,2025-01-03,2025-01-03,Robert Wilson,3.5,94.35,260.12,354.47,3.5,4.2
WO-ML-3122,AST-015,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-02-04,2024-02-11,2024-02-11,Mike Thompson,3.8,73.28,287.15,360.43,3.8,4.6
WO-ML-3123,AST-015,Preventive,Scheduled preventive maintenance,PM-QTRLY,Scheduled,Medium,Completed,2024-04-29,2024-05-06,2024-05-06,John Martinez,2.4,144.73,181.61,326.34,2.4,2.9
