LBL-00185,AST-013,2024-07-27,2024-07-28,1,ELECTRICAL_FAULT,TRUE
LBL-00186,AST-014,2024-03-07,2024-04-06,30,MOTOR_OVERLOAD,FALSE
LBL-00187,AST-014,2024-03-23,2024-04-06,14,MOTOR_OVERLOAD,FALSE
LBL-00188,AST-014,2024-03-30,2024-04-06,7,MOTOR_OVERLOAD,TRUE
LBL-00189,AST-014,2024-04-03,2024-04-06,3,MOTOR_OVERLOAD,TRUE
LBL-00190,AST-014,2024-04-05,2024-04-06,1,MOTOR_OVERLOAD,TRUE
LBL-00191,AST-014,2024-07-21,2024-08-20,30,BEARING_WEAR,FALSE
LBL-00192,AST-014,2024-08-06,2024-08-20,14,BEARING_WEAR,FALSE
LBL-00193,AST-014,2024-08-13,2024-08-20,7,BEARING_WEAR,TRUE
LBL-00194,AST-014,2024-08-17,2024-08-20,3,BEARING_WEAR,TRUE
LBL-00195,AST-014,2024-08-19,2024-08-20,1,BEARING_WEAR,TRUE
LBL-00196,AST-015,2024-03-24,2024-04-23,30,BRACKET_LOOSE,FALSE
LBL-00197,AST-015,2024-04-09,2024-04-23,14,BRACKET_LOOSE,FALSE
LBL-00198,AST-015,2024-04-16,2024-04-23,7,BRACKET_LOOSE,TRUE
LBL-00199,AST-015,2024-04-20,2024-04-23,3,BRACKET_LOOSE,TRUE
LBL-00200,AST-015,2024-04-22,2024-04-23,1,BRACKET_LOOSE,TRUE
LBL-00201,AST-015,2024-06-09,2024-07-09,30,ELECTRICAL_FAULT,FALSE
LBL-00202,AST-015,2024-06-25,2024-07-09,14,ELECTRICAL_FAULT,FALSE
LBL-00203,AST-015,2024-07-02,2024-07-09,7,ELECTRICAL_FAULT,TRUE
LBL-00204,AST-015,2024-07-06,2024-07-09,3,ELECTRICAL_FAULT,TRUE
LBL-00205,AST-015,2024-07-08,2024-07-09,1,ELECTRICAL_FAULT,TRUE
LBL-00206,AST-016,2024-03-22,2024-04-21,30,BEARING_WEAR,FALSE
LBL-00207,AST-016,2024-04-07,2024-04-21,14,BEARING_WEAR,FALSE
LBL-00208,AST-016,2024-04-14,2024-04-21,7,BEARING_WEAR,TRUE
LBL-00209,AST-016,2024-04-18,2024-04-21,3,BEARING_WEAR,TRUE
LBL-00210,AST-016,2024-04-20,2024-04-21,1,BEARING_WEAR,TRUE
LBL-00211,AST-016,2024-06-09,2024-07-09,30,MOTOR_OVERLOAD,FALSE
LBL-00212,AST-016,2024-06-25,2024-07-09,14,MOTOR_OVERLOAD,FALSE
LBL-00213,AST-016,2024-07-02,2024-07-09,7,MOTOR_OVERLOAD,TRUE
LBL-00214,AST-016,2024-07-06,2024-07-09,3,MOTOR_OVERLOAD,TRUE
LBL-00215,AST-016,2024-07-08,2024-07-09,1,MOTOR_OVERLOAD,TRUE
LBL-00216,AST-017,2024-03-09,2024-04-08,30,MOTOR_OVERLOAD,FALSE
LBL-00217,AST-017,2024-03-25,2024-04-08,14,MOTOR_OVERLOAD,FALSE
LBL-00218,AST-017,2024-04-01,2024-04-08,7,MOTOR_OVERLOAD,TRUE
LBL-00219,AST-017,2024-04-05,2024-04-08,3,MOTOR_OVERLOAD,TRUE
LBL-00220,AST-017,2024-04-07,2024-04-08,1,MOTOR_OVERLOAD,TRUE
LBL-00221,AST-017,2024-05-27,2024-06-10,14,ELECTRICAL_FAULT,FALSE
LBL-00222,AST-017,2024-06-03,2024-06-10,7,ELECTRICAL_FAULT,TRUE
LBL-00223,AST-017,2024-06-07,2024-06-10,3,ELECTRICAL_FAULT,TRUE
LBL-00224,AST-017,2024-06-09,2024-06-10,1,ELECTRICAL_FAULT,TRUE
LBL-00225,AST-018,2024-04-25,2024-05-25,30,MOTOR_OVERLOAD,FALSE
LBL-00226,AST-018,2024-05-11,2024-05-25,14,MOTOR_OVERLOAD,FALSE
LBL-00227,AST-018,2024-05-18,2024-05-25,7,MOTOR_OVERLOAD,TRUE
LBL-00228,AST-018,2024-05-22,2024-05-25,3,MOTOR_OVERLOAD,TRUE
LBL-00229,AST-018,2024-05-24,2024-05-25,1,MOTOR_OVERLOAD,TRUE
LBL-00230,AST-018,2024-07-24,2024-08-23,30,MOTOR_OVERLOAD,FALSE
LBL-00231,AST-018,2024-08-09,2024-08-23,14,MOTOR_OVERLOAD,FALSE
LBL-00232,AST-018,2024-08-16,2024-08-23,7,MOTOR_OVERLOAD,TRUE
LBL-00233,AST-018,2024-08-20,2024-08-23,3,MOTOR_OVERLOAD,TRUE
LBL-00234,AST-018,2024-08-22,2024-08-23,1,MOTOR_OVERLOAD,TRUE
LBL-00235,AST-018,2024-11-10,2024-12-10,30,BRACKET_LOOSE,FALSE
LBL-00236,AST-018,2024-11-26,2024-12-10,14,BRACKET_LOOSE,FALSE
LBL-00237,AST-018,2024-12-03,2024-12-10,7,BRACKET_LOOSE,TRUE
LBL-00238,AST-018,2024-12-07,2024-12-10,3,BRACKET_LOOSE,TRUE
LBL-00239,AST-018,2024-12-09,2024-12-10,1,BRACKET_LOOSE,TRUE
LBL-00240,AST-019,2024-03-03,2024-04-02,30,ELECTRICAL_FAULT,FALSE
LBL-00241,AST-019,2024-03-19,2024-04-02,14,ELECTRICAL_FAULT,FALSE
LBL-00242,AST-019,2024-03-26,2024-04-02,7,ELECTRICAL_FAULT,TRUE
LBL-00243,AST-019,2024-03-30,2024-04-02,3,ELECTRICAL_FAULT,TRUE
LBL-00244,AST-019,2024-04-01,2024-04-02,1,ELECTRICAL_FAULT,TRUE
LBL-00245,AST-019,2024-06-09,2024-07-09,30,BEARING_WEAR,FALSE
LBL-00246,AST-019,2024-06-25,2024-07-09,14,BEARING_WEAR,FALSE
LBL-00247,AST-019,2024-07-02,2024-07-09,7,BEARING_WEAR,TRUE
LBL-00248,AST-019,2024-07-06,2024-07-09,3,BEARING_WEAR,TRUE
LBL-00249,AST-019,2024-07-08,2024-07-09,1,BEARING_WEAR,TRUE
LBL-00250,AST-019,2024-09-04,2024-10-04,30,MOTOR_OVERLOAD,FALSE
LBL-00251,AST-019,2024-09-20,2024-10-04,14,MOTOR_OVERLOAD,FALSE
LBL-00252,AST-019,2024-09-27,2024-10-04,7,MOTOR_OVERLOAD,TRUE
LBL-00253,AST-019,2024-10-01,2024-10-04,3,MOTOR_OVERLOAD,TRUE
LBL-00254,AST-019,2024-10-03,2024-10-04,1,MOTOR_OVERLOAD,TRUE
LBL-00255,AST-019,2024-12-14,2025-01-13,30,BEARING_WEAR,FALSE
LBL-00256,AST-019,2024-12-30,2025-01-13,14,BEARING_WEAR,FALSE
LBL-00257,AST-019,2025-01-06,2025-01-13,7,BEARING_WEAR,TRUE
LBL-00258,AST-019,2025-01-10,2025-01-13,3,BEARING_WEAR,TRUE
LBL-00259,AST-019,2025-01-12,2025-01-13,1,BEARING_WEAR,TRUE
LBL-00260,AST-020,2024-02-04,2024-03-05,30,ELECTRICAL_FAULT,FALSE
LBL-00261,AST-020,2024-02-20,2024-03-05,14,ELECTRICAL_FAULT,FALSE
LBL-00262,AST-020,2024-02-27,2024-03-05,7,ELECTRICAL_FAULT,TRUE
LBL-00263,AST-020,2024-03-02,2024-03-05,3,ELECTRICAL_FAULT,TRUE
LBL-00264,AST-020,2024-03-04,2024-03-05,1,ELECTRICAL_FAULT,TRUE
LBL-00265,AST-020,2024-06-01,2024-07-01,30,BEARING_WEAR,FALSE
LBL-00266,AST-020,2024-06-17,2024-07-01,14,BEARING_WEAR,FALSE
LBL-00267,AST-020,2024-06-24,2024-07-01,7,BEARING_WEAR,TRUE
LBL-00268,AST-020,2024-06-28,2024-07-01,3,BEARING_WEAR,TRUE
LBL-00269,AST-020,2024-06-30,2024-07-01,1,BEARING_WEAR,TRUE
LBL-00270,AST-010,2024-05-02,2024-06-01,30,BRACKET_LOOSE,FALSE
LBL-00271,AST-010,2024-05-18,2024-06-01,14,BRACKET_LOOSE,FALSE
LBL-00272,AST-010,2024-05-25,2024-06-01,7,BRACKET_LOOSE,TRUE
LBL-00273,AST-010,2024-05-29,2024-06-01,3,BRACKET_LOOSE,TRUE
LBL-00274,AST-010,2024-05-31,2024-06-01,1,BRACKET_LOOSE,TRUE
LBL-00275,AST-010,2024-07-11,2024-08-10,30,BRACKET_LOOSE,FALSE
LBL-00276,AST-010,2024-07-27,2024-08-10,14,BRACKET_LOOSE,FALSE
LBL-00277,AST-010,2024-08-03,2024-08-10,7,BRACKET_LOOSE,TRUE
LBL-00278,AST-010,2024-08-07,2024-08-10,3,BRACKET_LOOSE,TRUE
LBL-00279,AST-010,2024-08-09,2024-08-10,1,BRACKET_LOOSE,TRUE
LBL-00280,AST-010,2024-09-15,2024-10-15,30,BRACKET_LOOSE,FALSE
LBL-00281,AST-010,2024-10-01,2024-10-15,14,BRACKET_LOOSE,FALSE
LBL-00282,AST-010,2024-10-08,2024-10-15,7,BRACKET_LOOSE,TRUE
LBL-00283,AST-010,2024-10-12,2024-10-15,3,BRACKET_LOOSE,TRUE
LBL-00284,AST-010,2024-10-14,2024-10-15,1,BRACKET_LOOSE,TRUE
LBL-00285,AST-010,2024-12-16,2025-01-15,30,BRACKET_LOOSE,FALSE
LBL-00286,AST-010,2025-01-01,2025-01-15,14,BRACKET_LOOSE,FALSE
LBL-00287,AST-010,2025-01-08,2025-01-15,7,BRACKET_LOOSE,TRUE
LBL-00288,AST-010,2025-01-12,2025-01-15,3,BRACKET_LOOSE,TRUE
LBL-00289,AST-010,2025-01-14,2025-01-15,1,BRACKET_LOOSE,TRUE
LBL-00290,AST-001,2024-03-30,,999,HEALTHY,FALSE
LBL-00291,AST-001,2024-02-16,,999,HEALTHY,FALSE
LBL-00292,AST-002,2024-03-15,,999,HEALTHY,FALSE
LBL-00293,AST-003,2024-02-19,,999,HEALTHY,FALSE
LBL-00294,AST-004,2024-03-18,,999,HEALTHY,FALSE
LBL-00295,AST-004,2024-02-12,,999,HEALTHY,FALSE
LBL-00296,AST-005,2024-10-25,,999,HEALTHY,FALSE
LBL-00297,AST-005,2024-07-07,,999,HEALTHY,FALSE
LBL-00298,AST-005,2024-07-16,,999,HEALTHY,FALSE
LBL-00299,AST-005,2024-10-21,,999,HEALTHY,FALSE
LBL-00300,AST-006,2024-02-18,,999,HEALTHY,FALSE
LBL-00301,AST-006,2024-09-22,,999,HEALTHY,FALSE
LBL-00302,AST-006,2024-10-24,,999,HEALTHY,FALSE
LBL-00303,AST-006,2024-03-30,,999,HEALTHY,FALSE
LBL-00304,AST-006,2024-02-02,,999,HEALTHY,FALSE
LBL-00305,AST-007,2024-02-22,,999,HEALTHY,FALSE
LBL-00306,AST-007,2024-02-23,,999,HEALTHY,FALSE
LBL-00307,AST-008,2024-02-11,,999,HEALTHY,FALSE
LBL-00308,AST-009,2024-06-20,,999,HEALTHY,FALSE
LBL-00309,AST-010,2024-02-07,,999,HEALTHY,FALSE
LBL-00310,AST-011,2024-11-03,,999,HEALTHY,FALSE
LBL-00311,AST-011,2024-11-07,,999,HEALTHY,FALSE
LBL-00312,AST-011,2024-06-17,,999,HEALTHY,FALSE
LBL-00313,AST-012,2024-11-19,,999,HEALTHY,FALSE
LBL-00314,AST-012,2024-12-09,,999,HEALTHY,FALSE
LBL-00315,AST-013,2024-11-02,,999,HEALTHY,FALSE
LBL-00316,AST-013,2024-09-14,,999,HEALTHY,FALSE
